task_id_list	courier_id	total_score	willingness
T0007,T0039	C030	10.0000	0.6116
T0025,T0033	C078	47.2191	0.2832
T0000,T0016	C020	32.9640	0.4415
T0007,T0039	C077	50.8501	0.2083
T0010,T0018	C010	26.0801	0.0669
T0003,T0011	C005	40.1499	0.4112
T0007,T0022	C016	30.5468	0.1056
T0014,T0026	C056	29.7665	0.0100
T0006,T0008	C035	46.3167	0.0498
T0002,T0010	C008	34.3163	0.0100
T0014,T0036	C074	28.0057	0.1663
T0005,T0034	C064	40.3892	0.1918
T0033,T0038	C055	18.5242	0.0100
T0022	C071	18.5278	0.2661
T0012,T0021	C003	38.4801	0.2255
T0006	C010	36.3045	0.6351
T0026,T0036	C010	10.0000	0.0100
T0011,T0017	C014	34.0322	0.4906
T0012,T0024	C056	20.2323	0.6588
T0011	C028	8.0000	0.2188
T0001,T0012	C050	36.6628	0.3521
T0011	C067	29.0633	0.3488
T0000,T0035	C015	38.3947	0.2536
T0018,T0032	C039	47.3378	0.1039
T0000,T0018	C069	39.1069	0.4251
T0012,T0027	C002	10.0000	0.2345
T0000	C019	17.2699	0.6652
T0010	C044	26.6548	0.4382
T0024,T0038	C022	35.5659	0.5091
T0007,T0018	C065	37.2503	0.1743
T0005,T0017	C014	21.3292	0.1025
T0004,T0007	C013	40.3154	0.4308
T0005,T0010	C074	30.1258	0.0100
T0022,T0028	C040	51.6469	0.4107
T0034	C006	9.8644	0.2170
T0005,T0039	C049	20.0169	0.4350
T0008,T0023	C057	10.0000	1.0000
T0002,T0010	C079	32.6175	0.5016
T0007	C025	33.2758	0.1279
T0010,T0020	C009	26.8890	0.3346
T0003,T0013	C014	35.9900	0.0691
T0035,T0038	C008	30.2268	0.1752
T0016,T0038	C024	40.6832	0.3608
T0008,T0018	C015	42.5513	0.0824
T0005,T0017	C047	17.5622	0.0100
T0021,T0027	C012	17.7172	0.3039
T0018,T0039	C060	30.7819	0.4110
T0039	C013	20.6262	0.2226
T0009,T0030	C027	26.4735	0.8789
T0005,T0037	C021	49.1198	0.2388
T0006,T0020	C041	36.8152	0.6001
T0001,T0038	C064	38.8206	0.5473
T0033	C002	42.3955	0.3354
T0033,T0038	C011	44.8065	0.6817
T0029,T0032	C000	32.9499	0.0692
T0005	C054	28.5618	0.0841
T0007,T0034	C032	35.3128	0.0154
