task_id_list	courier_id	total_score	willingness
T0001	C005	16.7460	0.8995
T0004	C022	32.3857	0.5883
T0006,T0008	C023	41.0728	0.7552
T0002	C018	25.0467	0.7538
T0001,T0013	C017	36.3954	0.5092
T0004,T0008	C027	43.3175	0.6920
T0007	C011	23.3815	0.2610
T0010	C008	22.1130	0.6763
T0010	C012	25.2684	0.8620
T0004,T0010	C007	26.8074	0.1482
T0000	C027	36.9978	0.6547
T0006,T0009	C012	37.7112	0.4969
T0013,T0014	C007	28.3712	0.9886
T0001,T0007	C027	25.7495	0.3575
T0006,T0009	C000	36.0967	0.5673
T0007,T0009	C015	51.3464	0.9172
T0002	C024	39.6476	0.8035
T0006	C002	22.9221	0.5689
T0014	C010	38.4848	0.3184
T0003	C001	36.5041	0.5812
T0003	C027	46.3801	0.3547
T0000,T0005	C004	38.4177	0.5096
T0000	C015	21.2926	0.4899
T0011,T0013	C008	21.4538	0.5232
T0010	C007	11.2241	0.8136
T0000,T0005	C011	55.4614	0.3779
T0001,T0007	C013	57.2687	0.4049
T0004,T0010	C011	39.2807	1.0000
T0012	C019	36.9470	0.6946
T0007,T0012	C002	37.4777	0.5348
T0003	C003	35.1717	0.5768
T0000,T0003	C004	38.8593	0.7469
T0011,T0013	C025	38.4506	0.4888
T0002,T0008	C022	60.9184	0.9611
T0013,T0014	C002	27.6133	0.4524
T0003	C009	40.6067	0.7021
T0000	C002	19.7560	0.0642
T0006,T0008	C011	36.5747	0.7533
T0002	C014	24.5291	0.3242
T0008,T0010	C016	49.4252	0.4652
T0000,T0008	C003	40.4959	0.2548
T0013,T0014	C012	30.5188	0.3630
T0009	C012	44.4452	0.4483
T0008	C021	23.4757	0.4720
T0000	C020	39.3170	0.4775
T0002	C008	23.1644	0.5413
T0014	C011	39.2141	0.9027
T0006,T0008	C000	30.4138	0.6717
T0000	C019	25.2619	0.8658
T0009	C013	22.6895	0.4359
T0004,T0010	C013	32.2010	0.5670
T0011,T0013	C024	34.5477	0.6036
T0011	C007	38.3476	0.6638
T0006,T0009	C007	51.9602	0.4780
T0006,T0008	C027	42.1021	0.5319
T0004,T0008	C020	24.9605	0.6977
T0000	C004	27.3729	0.4016
T0000	C012	10.7462	0.7739
T0014	C029	46.8224	0.4282
T0006,T0009	C021	37.4205	0.8335
T0007	C026	38.2539	0.8283
T0003	C023	43.6826	0.5797
T0010	C000	35.0739	0.6404
T0005	C004	33.7625	0.4621
T0001	C021	19.2184	0.8724
T0014	C012	39.0614	0.2926
T0001,T0013	C008	30.3032	0.4781
T0005,T0006	C027	41.4097	0.8483
T0008	C000	31.7734	0.4562
T0001,T0007	C022	33.5869	0.8727
T0013,T0014	C001	23.1179	0.2999
T0006	C026	47.6958	0.4671
T0002	C022	31.8825	0.5550
T0008	C006	29.7843	0.2989
T0004,T0010	C009	35.4261	0.6819
T0010	C023	42.0191	0.2268
T0002,T0008	C015	35.7986	0.4670
