task_id_list	courier_id	total_score	willingness
T0005	C016	17.4106	0.0653
T0001,T0026	C043	29.3055	0.1292
T0001,T0026	C055	14.5534	0.0812
T0005,T0026	C033	18.7364	0.2271
T0023	C046	36.5537	0.0120
T0015,T0028	C019	26.3691	0.1553
T0008,T0024	C042	10.0000	0.1008
T0023	C057	31.5347	0.2333
T0015	C055	11.8080	0.0759
T0005,T0008	C020	33.0902	0.1685
T0008	C032	18.7994	0.1339
T0029	C028	21.9208	0.0935
T0007,T0011	C056	22.3705	0.2408
T0013	C016	8.0000	0.0986
T0026	C039	20.0955	0.0964
T0015	C038	19.4746	0.1174
T0027	C043	15.5468	0.1416
T0001	C038	22.4903	0.0579
T0013	C021	14.1706	0.0876
T0004	C043	25.5469	0.0927
T0001,T0026	C019	28.3670	0.1248
T0015,T0022	C042	24.2789	0.1347
T0005,T0007	C032	25.6745	0.0513
T0007	C003	19.9147	0.1244
T0014,T0016	C051	40.7597	0.0345
T0007,T0011	C049	22.1549	0.1341
T0019	C011	20.5210	0.2129
T0018,T0029	C059	31.0406	0.1319
T0015,T0022	C012	29.6959	0.1608
T0008,T0013	C048	26.5520	0.0398
T0007,T0011	C004	26.7116	0.0556
T0006	C026	17.2781	0.1373
T0012,T0013	C029	26.1892	0.1118
T0014	C027	8.0000	0.0100
T0026,T0029	C039	28.6427	0.0654
T0008,T0013	C036	22.6390	0.0601
T0008	C055	9.6419	0.0883
T0008,T0021	C045	19.6876	0.1301
T0015	C018	18.7092	0.0550
T0012,T0013	C039	34.3507	0.1002
T0010	C021	24.6160	0.1320
T0010	C045	24.2447	0.0100
T0008,T0021	C009	32.1340	0.0861
T0015,T0022	C023	34.2380	0.0953
T0006,T0011	C059	28.1206	0.1113
T0028	C054	22.1253	0.0849
T0011,T0013	C039	24.9385	0.1244
T0026,T0029	C007	22.2364	0.0789
T0013	C034	28.8078	0.1342
T0027	C047	35.6541	0.0794
T0002,T0007	C031	24.2137	0.0100
T0008,T0017	C006	27.1700	0.0271
T0005,T0007	C005	27.5944	0.0657
T0010	C034	26.2218	0.1366
T0029	C056	12.1997	0.0100
T0022	C040	8.0000	0.1350
T0026	C029	11.4990	0.0429
T0005	C050	18.5150	0.0454
T0019	C035	19.9043	0.0702
T0026,T0029	C005	18.0968	0.0999
T0008	C057	15.7348	0.1425
T0004	C054	16.8921	0.1724
