task_id_list	courier_id	total_score	willingness
T0021,T0025	C009	17.1296	0.5053
T0022	C017	15.4147	0.4783
T0000,T0029	C012	28.8699	0.4199
T0005,T0029	C014	10.5307	1.0000
T0030,T0038	C000	24.0538	0.5599
T0002,T0019	C007	44.6066	0.6073
T0031,T0038	C006	37.3511	0.5759
T0018,T0021	C010	39.7298	0.7948
T0008,T0025	C000	37.7515	0.4902
T0021	C009	38.1921	0.7128
T0038,T0039	C014	19.4228	0.3305
T0013	C013	13.4307	0.5495
T0000,T0026	C001	20.9554	0.5676
T0010,T0019	C016	37.2407	0.7697
T0031	C013	42.5000	0.4407
T0010	C008	32.4397	0.5444
T0017,T0028	C009	35.9287	0.5862
T0008,T0025	C012	24.5069	0.3350
T0024,T0027	C001	30.9580	0.2111
T0002	C016	11.3519	0.6451
T0008,T0030	C006	45.1120	0.2249
T0006,T0014	C015	32.5718	0.4213
T0015,T0031	C013	12.6120	0.7643
T0028,T0030	C002	24.9187	0.2813
T0020,T0036	C011	33.4721	0.5184
T0030	C008	31.4022	0.5552
T0015,T0039	C000	49.7702	0.5504
T0009,T0034	C007	12.3566	0.4863
T0000,T0031	C013	38.1313	0.7779
T0004,T0017	C000	30.8790	0.5487
T0002	C005	40.6248	0.4046
T0033	C000	13.3993	0.3986
T0019,T0034	C014	18.2682	0.7031
T0003,T0034	C018	50.0527	0.4274
T0015,T0017	C005	15.1712	0.5935
T0034,T0035	C002	20.9573	0.6246
T0012,T0033	C007	35.1088	0.6376
T0020	C008	50.7221	0.9061
T0026,T0035	C000	28.0044	0.3597
T0000,T0004	C004	37.5292	0.8929
T0005,T0011	C012	38.1035	0.4161
T0015,T0035	C000	35.6042	0.4780
T0009,T0034	C012	40.7058	0.7192
T0025,T0031	C001	10.0000	0.3750
T0013,T0021	C013	20.4574	0.6676
T0025,T0032	C019	49.1893	0.2706
T0015	C019	45.5883	0.6698
T0018	C001	22.6084	0.7467
T0013,T0033	C002	14.1855	0.7718
T0012,T0015	C019	13.5454	0.4257
T0010,T0022	C001	29.3937	0.3276
T0034,T0035	C015	26.6798	0.6331
T0009,T0023	C001	28.7880	0.3906
T0002,T0028	C008	16.1064	0.4278
T0006,T0036	C006	21.6249	0.2383
T0022,T0023	C009	31.0993	0.6681
T0011,T0016	C012	28.3225	0.4222
T0034	C006	21.0730	0.6235
T0014,T0015	C018	34.1424	0.6119
T0000	C004	35.5229	0.5238
T0006	C009	34.1608	0.2748
T0006,T0011	C005	21.7186	0.4749
T0030	C019	8.0000	0.5374
T0000,T0016	C008	18.6888	0.4177
T0010,T0018	C009	49.3113	0.5660
T0039	C013	30.4854	0.2491
T0005,T0038	C008	10.0000	0.2486
T0004,T0022	C008	47.2519	0.2370
T0011,T0025	C012	29.3039	0.4677
T0011,T0027	C011	33.9116	0.5997
T0014,T0015	C019	12.1532	0.6285
T0019,T0020	C016	17.9454	0.7044
T0005	C003	34.0632	0.5476
T0008,T0031	C019	40.6515	0.8500
T0012,T0036	C008	34.9070	0.9278
T0036,T0038	C018	27.0194	0.6386
T0022,T0026	C000	37.7238	0.8292
T0006,T0011	C019	32.1397	0.6990
T0004,T0016	C004	34.5898	0.3512
T0023	C015	42.2378	0.4605
T0021,T0027	C013	28.5430	0.7972
T0008,T0016	C006	47.6664	0.8347
T0039	C008	22.6439	0.7841
T0012,T0018	C019	31.7690	0.6164
T0003,T0014	C011	26.6149	0.4410
T0032,T0037	C019	51.7349	0.5215
T0010,T0026	C015	52.4124	0.4345
T0006,T0014	C011	23.1928	0.4567
T0026,T0034	C010	35.1929	0.2112
T0027	C007	33.2118	0.2194
T0016,T0037	C015	42.6446	0.4674
T0018,T0024	C014	10.0000	0.5377
T0023,T0034	C006	45.9686	0.7801
T0019,T0025	C008	31.4125	0.5307
T0005,T0031	C009	48.8367	0.5725
T0002,T0013	C010	19.9652	0.5577
T0015,T0039	C002	32.7331	0.2925
T0000,T0026	C011	32.8372	0.4781
T0002,T0033	C016	51.3323	0.5042
T0021,T0025	C017	36.9882	0.7236
T0037,T0039	C009	33.0510	0.3365
T0003,T0015	C010	15.0719	0.6453
T0011,T0021	C006	25.9621	0.2263
T0019,T0020	C015	15.4860	0.4936
T0000,T0004	C000	41.2399	0.4733
T0009	C000	30.4960	0.5561
T0002,T0022	C006	34.9784	0.1274
T0012,T0036	C014	54.0653	0.4777
T0004,T0007	C002	30.0596	0.2130
T0004,T0039	C017	31.6272	0.4933
T0035	C016	25.7180	0.7269
T0032,T0037	C001	21.7716	0.5794
T0022,T0036	C001	44.7720	0.4646
T0005	C006	28.4015	0.5922
T0019	C008	43.0071	0.1369
T0015,T0017	C010	36.5818	0.4811
T0019,T0027	C007	39.0239	0.6457
T0002,T0013	C018	14.5513	0.5068
T0005	C007	18.5490	0.1382
T0003,T0039	C005	35.4152	0.5663
T0034,T0035	C016	32.7305	0.6741
T0000	C010	16.8214	0.4510
T0004,T0039	C004	36.1032	0.6069
T0007,T0028	C003	33.7267	0.9628
T0020,T0036	C006	22.2785	0.4219
T0013	C001	24.3451	0.6360
T0000,T0014	C005	44.7386	0.4485
T0029	C008	41.4276	0.4889
T0025,T0026	C007	59.5721	0.3537
T0013,T0028	C007	14.7997	0.2035
T0024,T0039	C011	44.1783	0.5094
T0025	C003	40.0847	0.3814
T0000,T0014	C004	32.2317	0.5390
T0008,T0016	C013	12.7705	0.0621
T0023,T0035	C016	46.0419	0.1330
T0016,T0017	C005	51.9127	0.2126
T0008,T0016	C007	21.7733	0.5062
T0013,T0015	C010	36.0119	0.5180
T0012,T0036	C006	48.0742	0.5172
T0025,T0035	C015	38.4836	0.2508
T0021,T0038	C009	43.1996	0.4379
T0002,T0007	C005	20.5866	0.3955
T0026,T0035	C007	30.0057	0.8013
T0022	C010	31.8443	0.3846
T0013	C006	36.9097	0.6015
T0000,T0018	C002	20.6319	0.4960
T0011,T0025	C002	51.3785	0.6394
T0016,T0017	C008	40.1656	0.3980
T0017,T0038	C014	42.3754	0.5307
T0021,T0038	C010	54.8436	0.5999
T0004,T0022	C010	48.7034	0.1205
T0008,T0031	C006	40.4548	0.9648
T0008,T0037	C003	43.4817	0.3828
T0028,T0031	C009	27.1842	0.2294
T0015,T0025	C016	37.3068	0.6656
T0012	C013	27.5630	0.2259
T0025,T0026	C004	55.0004	0.4543
T0024,T0028	C001	17.2228	0.6672
T0007,T0029	C001	55.5927	0.6902
T0011,T0016	C017	21.6728	0.3059
T0000	C001	9.9160	0.6789
T0025,T0032	C014	14.9815	0.5945
T0009,T0018	C015	37.4694	0.5732
T0015	C000	49.0301	0.5453
T0012,T0029	C019	34.3358	0.4725
T0000,T0001	C002	41.2774	0.3358
T0011,T0018	C007	40.5117	0.5450
T0009,T0029	C015	48.5622	0.5931
T0001,T0017	C003	17.6179	0.2357
T0010,T0022	C000	33.3679	0.5493
T0006	C019	15.2493	0.3754
T0000,T0001	C011	38.0038	0.5980
T0024,T0028	C012	17.9973	0.6982
T0018,T0029	C012	39.5869	0.2205
T0002,T0013	C000	28.7617	0.4982
T0025,T0039	C017	45.1273	0.5566
T0036,T0038	C001	40.5840	0.7170
T0024,T0039	C015	30.3415	0.6532
T0014,T0029	C000	37.9402	0.5489
T0014,T0029	C009	37.7822	0.5643
T0007,T0027	C010	31.5407	0.3837
T0007,T0028	C017	33.9409	0.7533
T0013,T0020	C002	36.3600	0.7115
T0005,T0031	C016	34.2062	0.4386
T0039	C017	20.8316	0.7625
T0011,T0032	C000	46.2124	0.2490
T0028,T0035	C005	32.1892	0.4393
T0002,T0028	C011	20.6610	0.3200
T0019,T0030	C004	32.3862	0.5730
T0012,T0018	C000	42.8680	0.2852
T0029	C012	23.8804	0.3769
T0006,T0020	C003	38.3094	0.3632
T0005,T0021	C006	54.4414	0.4995
T0010,T0011	C014	40.4585	0.5050
T0023,T0035	C017	45.2197	0.7222
T0017,T0028	C013	31.1476	0.5336
T0000,T0002	C014	22.9303	0.6362
T0001	C004	21.6076	0.4743
T0026,T0039	C000	19.3550	0.5537
T0024,T0039	C000	27.1891	0.4695
T0025,T0035	C017	33.8884	0.4201
T0022,T0036	C017	45.9734	0.4207
T0001,T0039	C010	19.9986	0.3090
T0013,T0024	C016	63.3959	0.5281
T0032	C002	8.0000	0.4528
T0011,T0015	C017	39.5569	0.4370
T0008,T0025	C006	43.0322	0.4451
T0005,T0031	C006	40.1513	0.2851
T0003	C005	22.7759	0.5168
T0017	C006	15.1395	0.3929
T0028	C011	35.8664	0.6162
T0009,T0030	C009	26.9507	0.5786
T0020,T0036	C007	31.5861	0.5227
T0016	C019	42.2561	0.0921
T0016,T0026	C008	40.9483	0.2061
T0017,T0019	C009	29.8566	0.5097
T0028,T0037	C014	54.8982	0.4155
T0000,T0027	C001	35.9729	0.2064
T0030,T0038	C006	27.9842	0.1376
T0015,T0036	C004	31.4330	0.6735
T0019,T0030	C016	29.9984	0.2978
T0018,T0034	C003	26.5389	0.5084
T0031	C018	32.6067	0.6050
T0005,T0028	C010	21.5200	0.7789
T0031,T0038	C009	43.3676	0.7048
T0025,T0037	C012	40.6810	0.2182
T0002,T0028	C000	27.7815	0.2537
T0018,T0034	C014	26.4216	0.4137
T0002,T0031	C013	26.0734	0.1791
T0007,T0027	C016	48.9902	0.5126
T0002,T0031	C001	19.0207	0.4513
T0020,T0036	C004	27.3665	0.3670
T0028	C016	36.9309	0.5442
T0010,T0018	C019	42.8110	0.4105
T0013	C000	21.9302	0.2493
T0001	C008	26.9743	0.2964
T0020,T0023	C009	10.0000	0.3899
T0023,T0035	C005	39.6980	0.7757
T0011,T0024	C000	34.0727	0.5757
T0003,T0026	C010	29.9051	0.6800
T0005,T0021	C018	31.6234	0.4812
T0003,T0014	C002	50.0222	0.4391
T0038,T0039	C012	30.0236	0.5184
T0001	C012	8.8042	0.6614
T0026	C002	28.1311	0.1771
T0018	C011	33.3929	0.4947
T0005,T0023	C012	33.9356	0.2109
T0024	C018	19.3424	0.6169
T0012,T0030	C010	35.5245	0.8819
T0020	C010	30.6231	0.5535
T0026,T0028	C002	23.8585	0.4596
T0024,T0039	C007	27.3259	0.4858
T0007	C015	19.2245	0.7446
T0001,T0012	C010	34.0909	0.4618
T0005,T0029	C002	21.6666	0.7249
T0019,T0030	C001	27.7845	0.3958
T0012	C009	22.1764	0.3629
T0001,T0034	C001	35.6845	0.6876
T0007,T0018	C018	20.6554	0.6408
T0011	C001	37.9337	0.6485
T0010	C005	25.9432	0.5578
T0038	C016	32.3890	0.4394
T0005,T0010	C005	33.4083	0.8947
T0007,T0028	C018	37.2827	0.1383
T0004,T0039	C014	25.0338	0.2929
T0003	C011	27.1070	0.5246
T0022	C006	31.6811	0.5789
T0005,T0033	C013	34.9619	0.5676
T0015,T0031	C017	32.8882	0.7595
T0037,T0039	C017	34.9813	0.6192
T0009,T0033	C002	36.1650	0.7357
T0002,T0019	C010	46.3607	0.6337
T0000,T0012	C002	44.2281	0.5934
T0020,T0037	C009	23.0911	0.7436
T0024,T0026	C008	48.8135	0.3780
T0008,T0016	C017	37.4584	0.7701
T0011,T0012	C008	19.8496	0.3309
T0009,T0030	C017	23.5866	0.5078
T0005,T0013	C014	27.6143	0.4571
T0000,T0001	C019	31.7911	0.7353
T0005,T0024	C001	24.0343	0.4916
T0010,T0018	C016	36.7984	0.7525
T0004,T0017	C006	35.1715	0.8469
T0029	C010	32.4413	0.6858
T0010,T0018	C003	30.3775	0.3560
T0004,T0029	C000	46.6888	0.3307
T0011,T0025	C016	47.3794	0.3374
T0004,T0017	C009	33.6681	0.4143
T0019,T0025	C014	29.3435	0.5128
T0000,T0001	C018	30.5230	0.5085
T0010,T0019	C011	29.3875	0.4663
T0015,T0019	C003	35.7016	0.5269
T0000,T0002	C017	10.0000	0.4235
T0007,T0028	C008	19.8990	0.0100
T0007,T0025	C017	25.9221	0.4804
T0005,T0013	C019	28.2612	0.5855
T0000,T0028	C014	37.8321	0.4085
T0011,T0030	C012	35.9827	0.6501
T0009,T0033	C000	29.8770	0.3173
T0009,T0020	C006	36.4124	0.7008
T0012,T0021	C010	40.8343	0.3398
T0002,T0019	C014	19.2078	0.4168
T0000,T0018	C003	38.1621	0.4615
T0002,T0007	C012	29.1208	0.7953
T0026,T0028	C005	37.4245	0.4589
T0002,T0022	C011	66.0713	0.2807
T0025,T0032	C015	15.8923	0.1129
T0023,T0037	C018	27.1680	0.7260
T0021,T0029	C011	37.3840	0.4803
T0004,T0032	C011	26.9014	0.2634
T0008,T0031	C009	18.7526	0.5996
T0021,T0038	C017	32.4864	0.1683
T0017,T0019	C003	30.3406	0.5866
T0019,T0030	C019	27.3894	0.2905
T0000,T0016	C013	37.2939	0.5255
T0021,T0038	C013	23.6959	0.6397
T0023,T0033	C013	50.8292	0.5045
T0018,T0034	C017	25.6487	0.3875
T0004,T0019	C004	45.8086	0.8570
T0002,T0028	C010	33.6040	0.5313
T0003,T0034	C000	41.7281	0.5674
T0004,T0019	C005	15.0364	0.7281
T0019	C014	24.5529	0.3450
T0022,T0029	C001	35.5657	0.5459
T0006	C018	20.0680	0.3552
T0028	C008	27.4304	0.6369
T0000,T0016	C019	32.5778	0.6353
T0005,T0037	C011	45.9628	0.3972
T0011,T0027	C010	33.9140	0.8196
T0011,T0018	C000	28.1260	0.7254
T0005,T0031	C005	28.7407	0.5317
T0036	C015	14.7117	0.3649
T0004,T0023	C015	26.3392	0.2426
T0001,T0039	C001	50.9649	0.2371
T0010	C018	41.7249	0.3959
T0018,T0021	C006	48.2084	0.3140
T0018,T0024	C005	43.5718	0.4453
T0009,T0030	C010	26.2800	0.7262
T0005,T0029	C018	32.4070	0.4791
T0007,T0021	C005	28.4453	0.7494
T0003,T0010	C016	38.4248	0.3529
T0034,T0035	C001	34.8633	0.5146
T0004,T0027	C007	48.4059	0.4260
T0005,T0038	C005	42.3217	0.5509
T0026,T0030	C003	17.1568	0.4575
T0009,T0031	C004	45.4089	0.5391
T0015	C016	25.7014	0.7273
T0027,T0038	C014	36.6611	0.4398
T0005,T0031	C000	39.0204	0.2839
T0006,T0014	C019	17.2502	0.6064
T0004,T0027	C002	30.6387	0.4042
T0005,T0028	C008	20.9146	0.3785
T0000,T0016	C005	37.1998	0.6602
T0004,T0029	C007	18.8932	0.6322
T0004,T0032	C006	36.2416	0.4906
T0011,T0023	C005	26.9078	0.4643
T0025	C015	34.2339	0.1152
T0000,T0030	C002	53.1476	0.4911
T0012,T0018	C009	29.2900	0.5235
T0014,T0029	C003	37.5578	0.4090
T0000,T0017	C010	44.7027	0.4320
T0000,T0034	C007	26.5139	0.5470
T0011,T0032	C010	51.6786	0.4663
T0026,T0028	C011	16.8915	0.2373
T0037,T0038	C000	27.1575	0.3779
T0035	C014	30.4916	0.6546
T0025,T0039	C006	12.2989	0.6331
T0025,T0032	C012	35.8686	0.2484
T0003,T0026	C004	38.7168	0.6103
T0015,T0031	C003	24.1808	0.7238
T0014	C009	12.6487	0.7615
T0015,T0017	C015	26.9606	0.6852
T0008	C001	16.8564	0.3651
T0011,T0037	C002	22.5685	0.5300
T0019,T0034	C010	23.8939	0.4250
T0016,T0033	C008	25.7878	0.4091
T0006,T0020	C006	27.3099	0.2225
T0001,T0016	C010	42.7802	0.7150
T0015,T0035	C018	28.5293	0.5911
T0011,T0012	C001	44.8075	0.2723
T0007,T0027	C000	27.3025	0.6246
T0026,T0035	C005	44.6337	0.6076
T0037	C013	31.3010	0.5071
T0010,T0011	C002	47.1337	0.2570
T0015,T0025	C012	56.1057	0.4888
T0014,T0015	C009	52.0887	0.5704
T0002,T0007	C017	38.4404	0.6235
T0008,T0025	C019	30.2915	0.5878
T0022	C012	17.2029	0.4922
T0024,T0026	C016	26.2609	0.5605
T0023	C004	13.8353	0.1690
T0015,T0039	C011	50.0902	0.4113
T0010,T0022	C004	32.9190	0.1899
T0008	C007	44.7901	0.2162
T0006,T0014	C001	31.0046	0.6367
T0016,T0030	C016	52.0009	0.6131
T0010,T0030	C018	28.0456	0.2035
T0012,T0033	C019	31.3180	0.4722
T0036	C008	27.4303	0.3704
T0011,T0018	C002	10.6739	0.5193
T0023	C012	20.5300	0.6339
T0016,T0033	C004	24.4668	0.6454
T0017,T0029	C015	17.7487	0.5490
T0000,T0028	C016	10.0000	0.4098
T0030	C002	11.4287	0.6446
T0012,T0019	C010	41.3522	0.6609
T0024	C013	13.2795	0.7131
T0023,T0034	C003	45.8134	0.4553
T0001	C007	34.0058	0.1861
T0013,T0020	C017	25.3213	0.3276
T0011,T0031	C007	42.7452	0.6296
T0011,T0021	C011	12.3965	0.4633
T0036	C013	38.8648	0.6362
T0023	C005	26.6284	0.3840
T0019,T0030	C009	25.9362	0.5971
T0010,T0034	C018	45.7458	0.8224
T0018,T0029	C014	26.3640	0.4955
T0021,T0029	C006	17.6389	0.6239
T0004,T0017	C003	30.5350	0.0100
T0014,T0028	C013	33.3885	0.5401
T0025,T0031	C010	28.5551	0.2587
T0035	C002	22.5832	0.1988
T0036,T0038	C017	42.0536	0.5476
T0008	C002	43.7540	0.4062
T0039	C015	35.0887	0.6760
T0017,T0038	C003	25.9262	0.7585
T0021,T0038	C004	33.3041	0.5430
T0007	C008	24.5178	0.5250
T0002,T0013	C001	47.9857	0.6624
T0018,T0032	C002	33.5968	0.3525
T0014,T0015	C014	31.3620	0.6400
T0016,T0033	C012	39.8848	0.2804
T0011,T0027	C004	29.4052	0.8018
T0018,T0034	C005	32.8235	0.2859
T0011,T0030	C008	10.0000	0.6908
T0007	C013	26.4221	0.6979
T0017	C009	24.1309	0.4431
T0009,T0033	C010	28.8501	0.5622
T0011,T0016	C002	36.6129	0.5170
T0009,T0029	C004	21.8390	0.4221
T0015,T0029	C002	49.8881	0.6998
T0023,T0034	C000	30.3906	0.4782
T0013	C012	15.4585	0.6155
T0011,T0015	C001	36.2282	0.6266
T0003,T0039	C009	25.5099	0.6716
T0015	C017	17.6154	0.4373
T0012,T0030	C014	37.1014	0.4099
T0012	C001	29.9554	0.6907
T0001	C013	9.7578	0.3515
T0015,T0035	C006	23.4800	0.5013
T0021,T0038	C001	44.5983	0.5891
T0000,T0012	C006	30.1087	0.4704
T0038	C015	33.7570	0.6789
T0001,T0034	C015	20.7926	0.7333
T0002,T0009	C019	56.2783	0.2057
T0028,T0037	C010	28.2632	0.7718
T0035	C005	13.0522	0.4614
T0018	C004	31.8890	0.8438
T0000,T0013	C009	32.6191	0.4939
T0004,T0007	C009	49.7334	0.6453
T0031,T0039	C007	46.6384	0.3881
T0016,T0030	C012	30.9289	0.7073
T0011,T0016	C019	21.6296	0.3707
T0019,T0027	C000	21.4003	0.3479
T0016,T0017	C017	28.1520	0.5691
T0031,T0039	C019	46.5391	0.6305
T0020,T0026	C005	45.8444	0.6375
T0032	C001	27.2500	0.5838
T0009	C013	31.1480	0.3650
T0025,T0035	C013	30.4859	0.6751
T0008,T0031	C015	35.6421	0.4693
T0027	C003	52.9060	0.3669
T0026	C010	28.8805	0.6029
T0039	C011	18.2790	0.5313
T0003,T0015	C003	34.9091	0.7603
T0006,T0007	C002	32.6656	0.3506
T0018,T0038	C017	48.1539	0.6400
T0020,T0035	C012	39.8624	0.4091
T0029	C009	41.2707	0.5020
T0004,T0023	C002	24.5008	0.8495
T0024,T0026	C019	13.8816	0.6014
T0000,T0018	C005	39.4503	0.2295
T0000,T0018	C017	48.6008	0.5324
T0000,T0034	C001	18.7223	0.5723
T0020,T0026	C012	22.6316	0.5615
T0018,T0038	C007	27.6469	0.6174
T0025,T0031	C004	28.1289	0.4559
T0012,T0037	C017	38.8248	0.3957
T0005,T0028	C018	37.4679	0.6019
T0003,T0034	C003	24.6170	0.6597
T0008,T0020	C015	33.9291	0.4381
T0001,T0030	C010	31.9474	0.6199
T0004,T0022	C002	29.8173	0.5998
T0028	C010	8.0000	0.4541
T0008,T0016	C003	21.9205	0.2950
T0005,T0034	C002	20.1062	0.3557
T0038	C007	18.4864	0.8104
T0024	C011	21.7961	0.4713
T0000,T0027	C000	39.1644	0.5313
