task_id_list	courier_id	total_score	willingness
T0004,T0010	C040	20.3827	0.0680
T0012	C007	32.9466	0.2171
T0020	C054	11.7345	0.1561
T0026,T0027	C024	12.8615	0.0736
T0003,T0010	C004	20.3431	0.1394
T0002,T0025	C001	28.0366	0.1041
T0029	C015	18.8497	0.0454
T0012	C050	19.3712	0.1460
T0020	C038	12.0348	0.0871
T0008	C043	23.4741	0.0902
T0015	C033	15.1253	0.0778
T0010	C051	19.2536	0.0133
T0024	C033	36.5523	0.0381
T0004,T0011	C008	22.7356	0.1178
T0009	C031	21.2179	0.0100
T0009	C022	17.3769	0.1275
T0007	C007	21.3547	0.0132
T0022	C054	27.5952	0.0412
T0021,T0029	C035	36.0495	0.0876
T0028	C053	16.5263	0.0931
T0011,T0019	C042	22.0675	0.1828
T0008,T0023	C022	17.3431	0.1676
T0013,T0014	C019	31.8712	0.0683
T0028	C020	14.8911	0.1652
T0010	C025	14.9168	0.1422
T0004,T0018	C053	31.1676	0.0941
T0006,T0022	C052	21.2231	0.1253
T0026	C021	23.2536	0.1476
T0018,T0019	C010	25.8492	0.1502
T0023	C007	22.1823	0.0994
T0013,T0019	C051	27.7824	0.0274
T0001,T0016	C006	35.7018	0.0623
T0000,T0023	C053	23.5437	0.0239
T0000,T0006	C050	43.9342	0.1083
T0003,T0009	C036	21.5479	0.0264
T0004,T0011	C037	28.8883	0.1193
T0003,T0009	C001	32.7774	0.0311
T0005	C046	17.5703	0.0971
T0013,T0014	C045	20.9477	0.0100
T0029	C055	10.5193	0.1579
T0013,T0026	C033	31.5004	0.0630
T0024	C011	26.3731	0.0100
T0005	C035	22.0939	0.1299
T0012,T0029	C011	25.4480	0.0904
T0028	C044	25.9070	0.1204
T0000,T0003	C012	22.6016	0.1630
T0017,T0018	C040	33.5391	0.0318
T0024	C031	26.7657	0.2223
T0002,T0010	C059	22.4959	0.1770
T0012,T0029	C000	37.0615	0.0349
T0001,T0029	C017	21.4325	0.0625
T0005	C039	23.1976	0.0880
T0016	C009	34.2078	0.1697
T0020	C040	26.6064	0.0730
T0013	C017	19.0050	0.0906
T0022,T0028	C059	19.9861	0.0960
T0020,T0026	C026	19.1928	0.1528
T0021,T0023	C059	28.0413	0.0844
T0006,T0021	C052	23.3620	0.1991
T0005	C025	10.4680	0.1735
T0025	C033	29.1009	0.1436
T0004	C009	21.3582	0.1468
T0005	C048	9.0294	0.1137
T0007	C022	14.0402	0.0602
T0004,T0011	C017	20.3626	0.1018
T0008,T0027	C030	31.2527	0.1447
T0021,T0029	C034	20.3479	0.0125
T0004,T0015	C053	23.1773	0.2019
T0020,T0026	C041	18.3385	0.0857
T0022	C057	23.6157	0.0400
T0006	C041	30.1972	0.1501
T0003,T0010	C015	14.9664	0.0100
T0004,T0008	C058	29.9603	0.1412
T0001,T0029	C012	24.6106	0.1909
T0000	C017	18.8920	0.0310
T0003,T0009	C059	25.3720	0.0719
T0028	C024	27.6076	0.1436
T0019,T0021	C010	32.2805	0.0400
T0002,T0028	C058	15.9142	0.0346
T0017	C021	27.2350	0.0549
T0006	C006	18.9652	0.0863
T0006,T0021	C033	21.0358	0.0100
T0018,T0019	C050	38.9184	0.0789
T0003,T0009	C013	23.2501	0.1702
T0003,T0004	C007	24.3551	0.0908
T0013,T0017	C005	24.6138	0.1386
T0002,T0028	C030	16.7335	0.1625
T0026,T0027	C000	35.7592	0.1846
T0017	C025	16.5849	0.1159
T0015	C007	13.8371	0.1996
T0013,T0019	C000	30.5520	0.0510
T0003,T0009	C015	15.0114	0.1445
T0015,T0025	C044	22.7608	0.0790
T0009,T0022	C016	24.8772	0.1244
T0007	C013	29.2161	0.1266
T0019,T0021	C028	13.5308	0.1053
T0007	C012	19.3957	0.1244
T0012,T0027	C041	23.9890	0.1539
T0019,T0021	C006	37.0749	0.0620
T0002,T0020	C030	35.1638	0.1279
T0004,T0015	C023	17.6534	0.0422
T0014,T0019	C020	23.2566	0.0545
T0000,T0006	C047	44.8998	0.1184
T0017	C057	16.1058	0.0445
T0019,T0021	C059	22.7747	0.0583
T0017,T0020	C010	33.2451	0.1683
T0011,T0017	C021	34.3208	0.1267
T0021	C029	14.1455	0.0836
T0016	C031	16.9899	0.0227
T0027	C015	18.8704	0.0100
T0012,T0029	C037	26.8297	0.0820
T0013,T0019	C024	18.7714	0.1002
T0006,T0021	C002	33.8776	0.1116
T0004	C029	15.8388	0.1078
T0013,T0026	C021	26.2579	0.1518
T0002	C036	25.0296	0.1496
T0018	C020	24.3107	0.1357
T0001,T0029	C006	21.9478	0.0712
T0016	C000	22.2708	0.0193
T0003,T0017	C028	37.3415	0.1012
T0004,T0015	C051	32.3440	0.1157
T0016	C042	9.0658	0.2071
T0001	C006	20.7213	0.0990
T0001,T0029	C015	25.5845	0.0886
T0028	C030	11.3529	0.1957
T0028	C005	30.9248	0.1381
T0017	C032	24.4873	0.2075
T0006,T0021	C031	17.1757	0.1684
T0009	C030	28.5301	0.1165
T0013,T0026	C011	24.4359	0.2075
T0013,T0026	C054	17.7425	0.1026
T0003,T0017	C006	22.0375	0.0658
T0018	C001	28.2233	0.0758
T0008,T0027	C051	31.1118	0.0966
T0013,T0014	C020	27.9093	0.2315
T0012,T0029	C033	29.2156	0.0869
T0007,T0010	C032	23.0418	0.0952
T0010	C046	24.7574	0.1214
T0021	C038	8.0000	0.0715
T0026	C034	12.7119	0.0649
T0000,T0023	C004	28.6133	0.1026
T0014	C049	10.6558	0.0533
T0008	C031	16.5586	0.0100
T0002	C043	23.6904	0.1731
T0004,T0010	C030	20.5992	0.0704
T0026,T0027	C048	31.7730	0.0909
T0000	C051	8.0000	0.0897
T0020,T0026	C051	14.5470	0.1262
T0017,T0020	C016	42.6629	0.1883
T0015	C015	28.0049	0.0100
T0002	C032	19.3696	0.0875
T0018,T0019	C023	10.0032	0.1282
T0003,T0017	C013	23.4091	0.1447
T0020,T0029	C037	18.8067	0.0451
T0022,T0028	C041	13.8241	0.1458
T0004,T0016	C027	23.7289	0.1321
T0014	C008	23.8228	0.1059
T0013,T0014	C028	24.8430	0.0548
T0021	C037	15.5470	0.0968
T0015,T0025	C018	19.0231	0.1555
T0008	C017	30.7580	0.0724
T0017	C045	40.5715	0.0838
T0001	C047	20.2576	0.1949
T0020,T0026	C020	19.9823	0.1391
T0015	C001	19.9985	0.0100
T0004,T0016	C034	30.5760	0.2205
T0015,T0025	C038	33.0284	0.0100
T0011,T0017	C024	25.4922	0.1604
