task_id_list	courier_id	total_score	willingness
T0005,T0007	C027	38.6139	0.2419
T0004,T0005	C025	34.2376	1.0000
T0001,T0009	C008	42.2163	0.6222
T0013	C005	30.0120	0.6910
T0002	C002	36.2338	0.6424
T0005,T0010	C000	45.7775	1.0000
T0010,T0011	C003	41.5046	0.4587
T0002,T0010	C029	33.3047	0.5803
T0003	C024	27.2004	0.6768
T0002	C011	35.1658	0.3988
T0014	C000	24.3156	0.4312
T0005,T0007	C001	42.4565	0.5272
T0005,T0013	C028	43.6425	0.2779
T0003,T0007	C024	53.4144	0.4773
T0012	C027	20.0879	0.3888
T0007	C008	39.9593	0.7051
T0008	C021	33.4246	0.1400
T0011	C013	38.5195	0.8079
T0014	C008	33.3564	0.9216
T0000,T0006	C000	26.9806	0.1652
T0006	C016	20.6570	0.5971
T0002	C012	17.8224	0.0890
T0000	C006	20.2875	0.3551
T0014	C010	36.8235	0.2409
T0000,T0009	C008	40.1120	0.7118
T0013	C006	10.0866	0.8611
T0003,T0007	C011	22.9783	0.4002
T0013	C028	10.6379	1.0000
T0008,T0009	C015	44.5625	0.4591
T0007	C013	16.1537	0.6079
T0005,T0007	C023	48.1806	0.4591
T0001	C027	27.9396	0.8599
T0002,T0005	C013	41.1128	0.4359
T0010	C004	30.4607	0.4048
T0008,T0010	C017	27.7935	0.3961
T0007	C006	31.2512	0.4488
T0009	C004	31.3740	0.5801
T0008,T0010	C005	60.9936	0.8600
T0003,T0010	C000	10.9408	0.1928
T0002	C025	44.0296	0.6571
T0010,T0011	C014	41.0834	0.5767
T0008,T0010	C026	41.1531	0.9918
T0003	C008	22.7054	0.6022
T0013	C024	19.2659	0.5563
T0004	C008	33.4821	0.8067
T0011	C002	27.0692	0.6563
T0013	C021	16.4129	0.3250
T0001,T0009	C018	29.1562	0.3062
T0007	C004	27.2976	0.6377
T0002,T0010	C004	28.8622	0.8550
T0002	C024	19.8917	0.5864
T0007,T0010	C011	46.0768	0.8069
T0002	C029	27.1661	0.5487
T0000,T0003	C025	36.3376	0.6227
T0000,T0009	C005	39.1100	0.7789
T0000	C014	21.5487	0.5614
T0000,T0007	C027	55.9293	0.5165
T0005,T0011	C001	48.4644	0.5946
T0001	C002	39.3470	0.5293
T0002,T0010	C008	37.3483	0.5093
T0001	C018	34.7497	0.3643
T0005,T0007	C010	31.8700	0.9119
T0005,T0013	C003	49.2465	0.5419
T0003,T0010	C007	27.2221	0.3035
T0013	C000	35.1766	0.4579
T0005,T0009	C010	50.7630	0.4984
T0006	C015	8.0000	0.5039
T0001,T0009	C028	34.1638	0.6465
T0005	C015	14.6248	0.5906
T0008,T0010	C004	31.1519	0.5367
T0010,T0011	C005	50.1989	0.5845
T0003	C025	42.9378	0.2913
T0004,T0005	C027	43.2288	0.4661
T0009	C014	18.9050	0.6716
T0011	C024	8.0000	0.0100
T0008,T0009	C020	49.1341	0.7321
T0005,T0013	C021	33.2830	0.3682
T0008,T0009	C029	38.6274	0.4175
T0014	C028	21.5777	0.4916
T0004,T0005	C016	24.6908	0.7989
T0011	C004	27.0193	0.3854
T0008,T0009	C025	45.1192	0.4970
T0007,T0010	C025	28.9896	0.4865
T0000,T0003	C022	44.9532	0.4585
T0003,T0007	C021	39.9257	0.6463
T0010	C017	21.3449	0.3682
T0000	C012	26.2275	0.2892
T0004	C026	24.6097	0.4001
T0005	C009	10.7703	0.9318
T0005,T0013	C005	40.9773	0.5097
T0003,T0007	C014	17.6403	0.4662
T0009	C009	40.5417	0.7085
T0001	C028	30.6615	0.5836
T0000,T0007	C015	22.3992	0.1910
T0003	C004	36.7116	0.7549
T0002,T0005	C029	48.9471	0.2371
T0000,T0007	C010	50.1155	0.6774
T0009	C018	39.3531	0.6599
T0005	C026	31.1963	0.6599
T0003	C012	17.7117	0.7243
T0005,T0010	C029	35.0314	0.3374
T0007,T0012	C004	29.8960	0.5812
T0000	C025	56.5538	0.8928
T0005,T0013	C017	33.2332	0.4417
T0004,T0005	C009	39.9529	0.3097
T0005,T0010	C019	48.0853	0.5830
T0007,T0008	C008	58.3384	0.4599
T0005,T0010	C012	34.5752	0.7395
T0007,T0008	C025	52.1533	0.9333
T0005	C021	21.5137	0.6391
T0004,T0005	C000	55.9374	0.5392
T0001,T0009	C022	33.1112	0.4346
T0000,T0006	C018	35.3118	1.0000
T0007,T0008	C009	34.4008	1.0000
T0000,T0003	C020	39.7154	0.7787
T0003,T0010	C015	47.4129	0.4752
T0002	C027	32.9483	0.7290
T0009	C000	42.6753	1.0000
T0007,T0008	C013	38.0259	0.6423
T0000,T0006	C023	51.2131	0.5742
T0006	C013	36.3046	0.1672
T0005,T0011	C020	21.9068	0.2094
T0006	C019	12.3690	0.6163
T0014	C019	40.3823	0.7494
T0000,T0009	C002	62.8030	0.3243
T0005,T0010	C007	44.4688	0.5667
T0013	C003	28.8872	0.3821
T0002	C013	29.9418	0.8196
T0011	C006	41.1488	0.5861
T0001,T0009	C017	43.0731	0.2575
T0006	C005	33.3083	0.3176
T0000,T0009	C028	51.3840	0.2864
T0010	C015	47.2897	0.6283
T0009	C002	15.9935	0.7104
T0010	C022	15.1836	0.6038
T0013	C027	46.7522	0.8177
T0000,T0006	C009	43.9776	0.1770
T0008	C022	19.8400	0.6667
T0002,T0010	C017	32.4287	0.7255
T0010,T0011	C002	38.6513	0.9632
T0012	C021	32.1594	0.5210
T0008	C027	35.1361	0.4484
T0003,T0007	C018	51.4705	0.6599
T0006	C017	39.5749	0.3573
T0005,T0009	C014	46.8590	0.3374
T0005,T0009	C029	38.9620	0.5436
T0008,T0010	C010	46.9369	0.7618
T0003	C023	23.6596	0.4017
T0008,T0009	C007	67.2000	0.4335
T0001	C010	43.5737	0.6998
T0014	C023	15.1847	0.2385
T0008	C006	38.1453	0.4184
T0005,T0011	C028	39.4958	0.7123
T0002,T0010	C014	21.1493	0.4501
T0011	C027	20.1697	0.7313
T0000,T0003	C014	47.7279	0.5778
T0005,T0010	C026	46.2697	1.0000
T0008	C000	21.0384	0.7512
T0014	C011	33.6963	0.8663
T0014	C016	10.2939	0.5120
T0009	C003	23.7741	1.0000
T0005	C012	19.0187	0.6236
T0007,T0012	C019	37.9362	0.4572
T0008,T0010	C020	20.2519	0.1298
T0005,T0011	C003	37.6937	0.4959
T0003	C014	26.2580	0.6776
T0002,T0005	C022	41.4785	0.5276
T0003,T0010	C011	34.2935	0.4778
T0001	C013	34.0623	0.1652
T0005	C013	37.7557	0.5387
T0000	C020	54.9145	0.0523
T0013	C012	25.8015	0.2136
T0007,T0010	C001	38.8899	0.4211
T0008	C007	21.2189	0.2770
T0011	C026	30.0836	0.3852
T0001,T0009	C005	37.4317	0.5894
T0004,T0005	C012	41.5585	0.5275
T0003	C001	26.8976	0.3513
T0011	C020	43.1841	0.6401
T0004,T0005	C008	37.1519	0.6032
T0012	C024	22.6412	0.5932
T0000,T0006	C017	53.0877	0.4412
T0005,T0007	C004	26.3199	0.6491
T0000,T0007	C000	37.7872	0.6159
T0002	C003	26.2839	0.6519
T0005,T0009	C024	42.4050	0.7148
T0010,T0011	C018	41.0163	0.2786
T0003,T0010	C029	47.5278	0.5941
T0000,T0007	C022	39.2731	0.4884
T0013	C002	9.8525	0.5956
T0002,T0005	C007	28.9387	0.8067
T0001	C009	57.6075	0.6661
T0010,T0011	C016	49.8655	0.6035
T0002,T0005	C023	38.7452	0.5032
T0007,T0008	C016	41.4620	0.4619
T0010	C007	41.3027	0.4041
T0001,T0009	C010	48.2937	0.6489
T0000	C028	26.4460	0.5404
T0010,T0011	C025	23.1897	0.8141
T0005	C016	44.3472	0.7189
T0010,T0011	C022	41.2318	0.2732
T0013	C014	19.2383	0.5587
T0008,T0010	C023	41.3282	0.5777
T0005,T0011	C008	51.5658	0.4136
T0007	C019	32.5424	0.5685
T0004	C027	22.0495	0.5000
T0014	C022	45.0933	0.7073
T0014	C014	42.0417	0.7712
T0007	C005	40.7941	0.6157
T0001	C004	25.7573	0.6380
T0000,T0006	C016	29.4342	0.3439
T0011	C025	24.8716	0.8644
T0008,T0010	C024	30.5889	0.5807
T0001,T0009	C012	42.4326	0.6483
T0002	C000	32.6300	0.8338
T0003	C026	25.4982	0.0100
T0002,T0010	C005	45.4073	0.6686
T0004	C005	35.7134	0.5564
T0002	C023	35.3113	0.4903
T0011	C007	40.8394	0.3281
T0011	C005	28.9718	0.4081
T0008,T0009	C005	33.0140	0.8289
T0000,T0009	C014	41.0198	0.5325
T0013	C022	34.3537	0.4137
T0000	C013	47.4396	0.7243
T0007,T0010	C004	44.5082	0.5507
T0005,T0007	C029	33.4006	0.4447
T0002,T0005	C003	39.0425	0.5922
T0005,T0013	C010	35.2437	0.4554
T0005,T0010	C005	42.7245	0.6065
T0009	C005	33.4414	0.5867
T0013	C025	30.5385	0.7205
T0005,T0013	C023	41.2700	0.3162
T0008,T0009	C022	41.7816	0.3680
T0004	C019	24.6291	0.3180
T0010	C014	30.6104	0.3883
T0010,T0011	C023	39.7666	0.3529
T0009	C028	22.6592	0.7225
T0002,T0005	C004	46.9735	0.7697
T0014	C007	26.6739	0.4202
T0004	C007	28.2132	0.3718
T0002	C009	19.1858	0.4497
T0000,T0009	C013	38.7705	0.7770
T0003	C005	44.6624	1.0000
T0007,T0008	C015	29.6540	0.2554
T0008,T0010	C013	31.8104	0.6875
T0002	C020	36.2051	0.5190
T0007,T0012	C017	52.8708	0.6533
T0005,T0007	C021	49.0785	0.5772
T0007	C023	22.4517	0.4223
T0004,T0005	C001	33.3210	0.3310
T0003,T0010	C017	33.4589	0.7234
T0008	C029	29.9213	0.5965
T0008	C025	21.7739	0.3804
T0000	C024	32.7505	0.6228
T0000,T0007	C025	41.5991	0.4263
T0008	C010	26.4672	0.6533
T0004	C021	35.5986	0.4335
T0004	C023	21.1565	0.2885
T0005,T0009	C026	48.6517	0.3549
T0007,T0012	C015	35.2857	0.5972
T0012	C012	33.1708	0.5672
T0005,T0009	C006	51.1731	0.4332
T0000,T0007	C028	30.6067	0.4349
T0000	C009	49.3996	0.3318
T0007,T0008	C028	43.1684	0.4923
T0011	C028	23.1192	0.7296
T0007,T0012	C005	36.2704	0.7307
T0007,T0008	C011	36.1742	0.8195
T0005,T0007	C013	40.8947	0.5762
T0007,T0010	C018	46.2345	0.2343
T0005,T0009	C021	24.2594	0.5622
T0004,T0005	C010	35.0032	0.6120
T0007,T0012	C011	33.3060	0.4812
T0004,T0005	C015	38.6280	0.8520
T0008	C016	35.2858	0.5123
T0003,T0007	C017	25.2976	0.4781
T0012	C025	41.3344	0.3051
T0001,T0009	C006	49.0354	0.5947
T0003,T0010	C026	54.0760	0.6453
T0005,T0011	C016	18.1997	0.5948
T0002,T0005	C012	42.5586	0.2550
T0007,T0012	C009	34.7897	0.2920
T0012	C006	22.5062	0.3477
T0006	C024	34.8353	0.5928
T0005	C005	27.6276	0.4935
T0000,T0007	C001	31.5571	0.7699
T0004	C009	21.3554	0.7285
T0005	C008	40.1858	0.3147
T0014	C004	16.0219	0.4195
T0014	C018	33.3893	0.2114
T0005,T0009	C013	50.3205	0.5975
T0000,T0003	C026	22.5944	0.8514
T0005,T0010	C016	63.0348	0.6773
T0008	C014	43.8261	0.9633
T0008	C023	17.1242	0.5174
T0001,T0009	C023	29.1110	0.4466
T0011	C029	40.2203	0.3243
T0000,T0009	C017	38.8175	0.5284
T0010	C028	26.5053	0.8782
T0010,T0011	C021	36.1124	0.5421
T0011	C003	26.3440	0.5376
T0008	C003	18.2367	0.5147
T0009	C015	17.4321	0.6837
T0000,T0006	C028	39.0019	0.4338
T0011	C008	32.8976	0.5523
T0003,T0010	C019	36.5121	0.7814
T0002,T0005	C000	51.1273	0.4315
T0000,T0003	C000	32.8709	0.2596
T0012	C004	19.2045	0.7993
T0007	C007	40.3844	0.3094
T0008	C015	30.5000	0.5626
T0008	C020	41.0927	0.7620
T0008	C011	32.7280	0.3447
T0003	C015	30.7150	0.1352
T0014	C005	36.8774	0.6961
T0000	C016	25.7024	0.4455
T0007	C025	26.6983	0.4692
T0012	C016	32.7807	0.1395
T0014	C013	41.8142	0.5137
T0003	C002	39.1878	0.3672
T0005,T0009	C001	36.4462	0.4686
T0000,T0007	C011	36.6601	0.8445
T0007,T0008	C010	26.6447	0.8683
T0001	C012	27.7710	0.6384
T0012	C010	27.1723	0.5852
T0001	C006	36.3955	0.3423
T0003,T0007	C006	48.7744	0.6089
T0005	C007	27.9715	0.1279
T0004,T0005	C026	45.9841	0.4978
T0014	C024	30.7485	0.7912
T0010,T0011	C013	23.2668	0.1942
T0003,T0010	C008	49.3072	0.5850
T0000,T0003	C018	50.6446	0.4324
T0008,T0009	C021	44.5656	0.6241
T0008	C001	34.0640	0.5974
T0002,T0010	C025	31.6770	0.8025
T0006	C010	34.2625	0.5683
T0010	C023	35.2369	0.4924
T0009	C029	29.6827	0.4394
T0010,T0011	C029	59.3433	0.3380
T0007,T0010	C027	31.2626	0.8634
T0005,T0007	C005	50.0110	0.9398
T0000	C008	24.7087	0.6886
T0005,T0011	C017	45.9639	0.7602
T0002	C019	37.3705	0.1035
T0000,T0009	C007	40.5352	0.5952
T0002	C018	27.7977	0.1707
T0012	C013	33.0388	0.3436
T0005,T0010	C015	26.1933	0.5494
T0013	C019	33.9665	0.4202
T0009	C019	30.2532	0.3842
T0005	C001	42.2893	0.4143
T0005,T0011	C010	42.5529	0.6793
T0012	C022	28.7476	0.6314
T0009	C022	47.0225	0.4291
T0008,T0010	C012	38.3110	0.4292
T0010	C005	16.1527	0.6166
T0005,T0010	C020	28.1211	0.5377
T0004	C010	44.5948	1.0000
T0007,T0008	C007	44.0312	0.6805
T0000	C022	45.9525	0.7618
T0005,T0011	C002	60.4266	0.6403
T0007	C000	27.3523	0.4484
T0000,T0007	C002	42.7832	0.6260
T0000,T0003	C023	47.8581	0.7382
T0005,T0007	C009	31.2223	0.1530
T0007,T0010	C000	14.9690	0.6095
T0014	C017	20.5244	0.7823
T0002,T0010	C021	45.0042	0.3425
T0013	C001	10.5523	0.3988
T0005	C011	53.4679	0.6771
T0003	C021	27.2015	0.4880
T0005,T0007	C006	31.4963	0.5949
T0010	C008	29.0823	0.5330
T0000,T0006	C010	39.1067	0.9717
T0000,T0009	C010	24.9490	0.7413
T0004	C006	32.4721	0.5186
T0000	C023	34.2404	0.3912
T0005,T0010	C022	39.7485	0.4429
T0006	C012	29.8372	0.3750
T0013	C023	36.3797	0.6261
