task_id_list	courier_id	total_score	willingness
T0008,T0039	C007	44.4876	0.3502
T0021	C009	38.2272	0.6278
T0032,T0039	C018	30.6877	0.6658
T0006,T0018	C005	10.0000	0.6671
T0023,T0026	C016	12.3248	0.5731
T0026,T0037	C011	36.2788	0.3570
T0004,T0020	C003	22.5126	0.8743
T0002,T0028	C014	14.9915	0.4947
T0013	C012	27.3638	0.6002
T0025,T0033	C016	11.4943	0.5010
T0000,T0017	C000	41.3086	0.5244
T0020,T0035	C002	23.4585	0.2994
T0007,T0012	C005	48.6549	0.1917
T0015,T0034	C007	21.3808	0.7702
T0007,T0035	C004	28.7313	0.5664
T0027,T0030	C001	10.0000	0.4884
T0037	C005	26.0930	0.4238
T0007,T0034	C018	26.7261	0.1547
T0006,T0018	C007	33.5711	0.7447
T0004,T0039	C016	24.6970	0.5906
T0005,T0008	C013	10.0000	0.2241
T0037	C012	23.4910	0.5864
T0005	C003	46.2160	0.4282
T0016,T0032	C013	29.9666	0.4207
T0006,T0032	C004	19.2493	0.4100
T0027,T0034	C018	49.3908	0.2774
T0020,T0039	C001	15.6055	0.4519
T0006,T0034	C012	35.5790	0.5127
T0002	C018	38.7948	0.2531
T0009,T0015	C000	16.1618	0.2793
T0001,T0015	C019	52.6690	0.5675
T0018,T0039	C013	33.8607	0.8651
T0034	C007	34.7128	0.5564
T0011,T0017	C013	40.0686	0.3135
T0001,T0023	C002	32.4212	0.6231
T0003,T0036	C011	40.9257	1.0000
T0010,T0013	C017	24.8802	0.4579
T0017,T0037	C004	43.7930	0.5239
T0004,T0006	C004	31.1787	0.5904
T0018,T0022	C018	22.7149	0.4490
T0000,T0028	C005	43.7782	0.6876
T0006,T0020	C012	45.1032	0.4357
T0011,T0014	C009	29.5251	0.5945
T0006,T0034	C008	25.6170	0.5525
T0013,T0023	C001	29.6762	0.4477
T0010,T0036	C007	10.7626	0.3524
T0006,T0025	C010	34.6482	0.5937
T0006,T0031	C019	17.4321	0.6108
T0014,T0015	C016	31.1403	0.3008
T0010,T0035	C012	30.9980	0.6454
T0027	C015	26.4863	0.3131
T0034,T0038	C003	43.5798	0.3514
T0017,T0026	C006	41.1149	0.5528
T0005,T0020	C011	32.0575	0.2380
T0007,T0034	C005	28.3439	0.7056
T0016,T0018	C015	34.3997	0.5508
T0034	C000	42.9798	0.6651
T0022,T0034	C002	19.3184	0.7301
T0002,T0013	C003	24.5684	0.6226
T0017,T0032	C008	34.3006	0.4447
T0021,T0038	C002	51.3413	0.5940
T0008,T0035	C008	26.8401	0.4701
T0006,T0032	C011	48.9195	0.6089
T0007,T0021	C002	19.1237	0.8400
T0025,T0034	C018	34.8669	0.3761
T0009	C009	15.6961	0.4315
T0031,T0032	C015	15.9432	0.2875
T0005,T0030	C016	37.5088	0.7725
T0020,T0036	C000	39.6731	0.6688
T0004,T0020	C012	28.0050	0.3945
T0001,T0003	C011	20.3637	0.8197
T0014,T0020	C011	38.6225	0.5900
T0014,T0018	C012	39.0690	0.5839
T0033,T0038	C000	43.0789	0.6094
T0018	C005	20.4422	0.4063
T0003,T0039	C011	33.6011	0.4871
T0008,T0014	C014	29.4521	0.6548
T0031	C017	37.7260	0.5566
T0024	C017	47.0986	0.4413
T0007,T0015	C005	26.1566	0.3940
T0007,T0035	C005	17.6549	0.2927
T0008	C016	8.0000	0.3718
T0025	C002	43.7449	0.4754
T0025,T0035	C011	47.2755	0.4998
T0012,T0025	C013	33.7071	0.5444
T0015,T0020	C019	26.1136	0.9045
T0008,T0034	C008	23.4565	0.3141
T0014,T0018	C014	33.6208	0.3235
T0003,T0037	C012	27.3281	0.5186
T0031	C000	18.4098	0.3041
T0019,T0025	C015	45.8260	0.6792
T0024,T0039	C000	29.6846	0.1596
T0020,T0035	C006	52.5297	0.4876
T0005,T0019	C001	46.3345	0.1856
T0005,T0015	C007	31.0183	0.6883
T0006,T0027	C018	36.1459	0.5251
T0009,T0011	C019	47.7601	0.3660
T0013,T0018	C014	10.0000	0.4549
T0010,T0034	C007	28.2874	0.7464
T0001,T0035	C007	34.9285	0.6862
T0027,T0034	C001	26.7905	0.7219
T0028	C005	28.6936	0.4862
T0000,T0029	C006	30.6467	0.3282
T0007,T0025	C006	24.4475	0.4254
T0038	C011	21.8651	0.3250
T0004,T0009	C008	43.2482	0.1969
T0008,T0038	C007	39.9468	0.5941
T0024,T0029	C014	41.3962	0.6904
T0005,T0011	C015	22.6550	0.5440
T0006	C009	32.9942	0.4052
T0023	C009	25.5614	0.4397
T0004,T0020	C013	55.1652	0.3149
T0007,T0015	C002	31.1057	0.6367
T0005,T0020	C001	33.3309	0.3140
T0017,T0037	C011	12.2272	0.5094
T0018	C016	37.6754	0.5036
T0022,T0036	C010	19.7453	0.7262
T0018	C012	27.4874	0.6847
T0005	C014	34.0930	0.3503
T0008,T0039	C003	19.0693	0.4311
T0002,T0027	C013	31.2881	0.6269
T0010,T0016	C019	27.4936	0.4823
T0008,T0035	C009	11.9465	0.0100
T0008,T0029	C002	30.4678	0.3802
T0013	C017	20.9546	0.8262
T0022	C017	18.5085	0.7546
T0002,T0038	C000	37.3506	0.5931
T0000	C010	25.9224	0.6297
T0008,T0017	C013	40.2136	0.4957
T0005,T0013	C016	42.8354	0.6584
T0000,T0029	C010	30.1000	0.3688
T0015	C016	19.7439	0.5504
T0012,T0017	C006	23.3864	0.7529
T0027	C007	17.8396	0.4070
T0032	C003	18.8530	0.4021
T0006,T0024	C004	32.7368	0.4608
T0018,T0039	C011	30.9795	0.3773
T0031,T0035	C013	25.8068	0.7340
T0029	C005	33.7138	0.4446
T0007,T0021	C007	14.8753	0.4099
T0030,T0032	C003	19.2548	0.2645
T0012,T0025	C011	42.0304	0.2314
T0032	C019	18.4972	0.5760
T0000,T0004	C018	42.5865	0.4547
T0028,T0032	C007	14.3544	0.5838
T0021,T0037	C012	41.5227	0.2970
T0014	C017	27.6419	0.4519
T0029	C014	40.6097	0.5987
T0022,T0034	C019	68.7449	0.6827
T0001,T0012	C002	28.9782	0.4353
T0006,T0030	C014	33.4010	0.4206
T0039	C005	35.8343	0.8393
T0030,T0032	C017	48.1487	0.8007
T0026	C004	16.2065	0.8017
T0019	C014	23.5622	0.3353
T0027,T0030	C016	45.5645	0.5384
T0006,T0027	C009	36.1349	1.0000
T0025,T0038	C015	31.7518	0.6065
T0014,T0015	C013	25.9115	0.8851
T0023,T0026	C006	19.0351	0.4875
T0005,T0014	C008	28.2065	0.7288
T0001,T0023	C010	58.5081	0.4993
T0011	C010	27.0917	0.6188
T0012,T0038	C004	16.7228	0.3709
T0012,T0034	C019	34.2293	0.6125
T0020,T0036	C006	10.0000	0.3034
T0007,T0021	C005	32.5514	0.3743
T0020,T0037	C003	48.5164	0.3728
T0014,T0022	C014	48.4292	0.2653
T0000,T0030	C006	39.9892	0.5536
T0015,T0034	C008	31.9740	0.4877
T0015	C006	38.9181	0.6117
T0000,T0004	C002	35.9952	0.4732
T0004,T0037	C006	34.7134	0.5974
T0010,T0030	C004	17.9047	0.4040
T0005,T0018	C013	24.3834	0.3362
T0020,T0028	C010	39.6119	0.7869
T0025	C019	31.7381	0.8159
T0015,T0033	C006	45.5786	0.5893
T0024,T0030	C014	10.2658	0.4248
T0001,T0012	C012	18.2307	0.3531
T0018	C008	15.1818	0.1917
T0026	C013	32.9655	0.5601
T0012	C001	18.7076	0.1831
T0007	C012	8.0000	0.1039
T0004	C017	31.2298	0.3550
T0010,T0013	C002	22.0136	0.1208
T0004,T0020	C014	45.3005	0.4149
T0024,T0036	C010	19.4860	0.4579
T0024,T0027	C008	30.3825	0.4110
T0026,T0034	C001	10.0000	0.3887
T0022,T0027	C014	51.9106	0.6207
T0007,T0021	C010	10.0000	0.5326
T0000,T0032	C004	27.4184	0.7398
T0009	C006	29.1706	0.3947
T0006,T0024	C006	46.7070	0.2481
T0003	C017	29.3209	0.5309
T0000,T0017	C019	48.0222	0.3021
T0036	C003	27.4279	0.7107
T0005,T0030	C012	49.1773	0.6690
T0001,T0012	C017	10.0000	0.5190
T0017,T0026	C010	37.7057	0.4987
T0020,T0028	C005	47.5853	0.4606
T0006,T0024	C015	27.6357	0.5288
T0027,T0035	C015	43.8558	0.6980
T0017,T0032	C002	17.5604	0.7829
T0002,T0029	C005	13.7474	0.4328
T0004,T0011	C004	21.1771	0.5775
T0016,T0018	C017	14.6591	0.4797
T0010,T0035	C006	38.1936	0.5337
T0005,T0015	C008	33.2861	0.3684
T0032,T0039	C019	37.2783	0.3941
T0011,T0020	C013	20.9258	0.6436
