task_id_list	courier_id	total_score	willingness
T0007	C014	26.0124	0.2786
T0002,T0011	C021	33.9534	0.3286
T0008	C023	25.8620	0.6757
T0004,T0010	C006	40.1310	0.5610
T0006,T0009	C025	40.8869	0.5176
T0005	C019	14.7361	0.8276
T0010	C003	28.7438	0.8689
T0005	C023	28.1304	0.3061
T0010	C025	31.4105	0.5833
T0009	C008	34.1053	0.2857
T0000,T0013	C016	51.9361	0.7061
T0005	C008	39.7954	0.5159
T0014	C014	19.7738	0.5965
T0011	C023	27.9929	0.6153
T0005	C021	13.1843	0.4224
T0010,T0011	C006	37.0070	0.8241
T0009,T0012	C006	42.7594	0.7698
T0003,T0010	C000	47.3175	0.5955
T0001	C005	30.2232	0.6874
T0009	C018	20.4761	0.8675
T0000,T0013	C007	58.0302	0.7346
T0004	C003	29.3761	0.7609
T0000	C027	19.5661	0.4905
T0010	C023	39.5287	0.3423
T0010,T0011	C024	41.7973	0.1143
T0001,T0009	C002	42.7077	0.6131
T0014	C000	40.0042	0.7313
T0012	C019	38.0696	0.7004
T0011	C004	38.4269	0.3686
T0002	C009	21.1145	0.5646
T0000	C013	38.8684	0.8341
T0002	C027	26.7690	0.4018
T0002	C023	31.1673	0.5124
T0001,T0008	C019	44.3782	0.7234
T0002,T0006	C028	34.0073	0.5036
T0013	C010	21.9795	0.2891
T0010,T0011	C020	49.8627	0.4229
T0009,T0014	C007	20.5507	0.4591
T0006,T0007	C004	45.8660	0.4656
T0001	C009	28.0594	0.4764
T0004	C011	35.7965	0.6712
T0001	C008	29.4754	0.5002
T0012	C029	29.1842	0.5454
T0003,T0007	C021	37.6617	0.1221
T0009,T0014	C004	39.4424	0.4814
T0013	C002	37.9561	0.3391
T0002,T0011	C003	44.3884	0.6692
T0002	C004	32.4179	0.9009
T0000,T0005	C029	55.7330	0.4933
T0002,T0011	C016	37.9646	0.5034
T0012	C009	40.2627	0.7870
T0008	C027	19.4158	0.4194
T0004	C015	35.6281	0.5484
T0001,T0008	C022	36.8267	0.7827
T0012	C002	15.4328	0.4735
T0009,T0012	C003	53.5647	0.4535
T0011	C024	46.1680	0.8862
T0011,T0013	C009	34.7311	0.6029
T0007,T0014	C015	32.3285	0.7110
T0002,T0011	C009	29.4442	0.3148
T0009	C027	23.6479	0.4207
T0011	C012	40.1446	0.6486
T0006,T0007	C005	41.3836	0.5515
T0001,T0008	C004	37.3329	0.3287
T0000	C012	40.4979	0.4427
T0001,T0008	C029	42.1196	0.6852
T0005,T0012	C015	37.7624	0.2494
T0008	C011	32.1510	0.6958
T0003,T0010	C001	26.5169	0.4065
T0004	C000	20.3545	0.1457
T0011	C009	27.4419	0.2714
T0006,T0007	C028	52.5589	0.5522
T0000,T0005	C008	36.6214	0.1183
T0004	C012	32.6725	0.2945
T0002	C001	29.3425	0.5012
T0012,T0014	C003	49.9934	0.7864
T0013	C021	12.8679	0.5357
T0014	C004	22.3460	0.0209
T0001	C023	26.7141	0.1184
T0000,T0013	C002	35.9450	0.8816
T0007	C011	20.7434	0.4891
T0002,T0006	C025	51.0204	0.2211
T0011	C011	20.4869	0.2304
T0000	C029	29.6907	0.6037
T0004	C023	48.2152	0.7690
T0006	C025	29.4090	0.5525
T0007,T0014	C021	18.8106	0.5915
T0009,T0012	C026	39.8738	0.8031
T0000	C019	34.7156	0.2383
T0004	C008	8.0000	0.4256
T0003,T0010	C008	43.8358	0.4550
T0003	C025	35.8780	0.6915
T0013	C020	8.6730	0.3625
T0002,T0011	C015	41.6951	0.2466
T0000,T0005	C005	38.9842	0.8689
T0013,T0014	C021	36.5209	0.2228
T0012,T0014	C012	44.0613	0.6569
T0007	C021	38.5644	0.4041
T0003,T0007	C028	51.1550	0.5639
T0001,T0009	C027	41.7620	0.7230
T0012,T0014	C008	42.5003	0.3769
T0009	C021	31.5892	0.5882
T0012	C013	40.8874	0.4670
T0014	C018	38.3539	0.5796
T0010	C004	37.0929	0.3542
T0001,T0009	C009	33.3160	0.5645
T0002	C012	33.6656	0.5865
T0005,T0012	C003	22.3300	0.3826
T0001	C017	46.4915	0.7190
T0014	C001	36.0352	0.2987
T0005	C011	19.8415	0.4379
T0006,T0007	C010	20.2893	0.7636
T0009,T0014	C001	38.9906	0.3307
T0002	C007	23.2759	0.4173
T0009,T0014	C024	38.1923	0.4923
T0003	C024	46.9026	0.2382
T0006,T0009	C006	52.1949	0.5801
T0009,T0014	C022	52.1746	0.3756
T0010,T0011	C027	57.1194	0.3259
T0000,T0006	C006	28.5662	0.3574
T0001,T0009	C004	40.3667	0.5065
T0009,T0012	C022	52.2677	0.3235
T0012,T0014	C020	43.9574	0.5614
T0002	C008	30.3220	0.8663
T0004	C025	25.1796	0.5354
T0010,T0011	C023	48.3527	0.5757
T0004	C021	37.7285	0.6564
T0003,T0010	C019	48.6000	0.6711
T0014	C021	23.4022	0.3319
T0007	C019	26.1300	0.7292
T0002,T0006	C009	31.1111	0.4902
T0007	C016	34.5983	0.5312
T0001,T0008	C027	40.4834	0.9475
T0008	C003	19.6281	0.6784
T0003,T0007	C022	37.4794	0.6344
T0003,T0007	C006	52.0016	0.7239
T0000,T0006	C014	52.1837	0.4684
T0002,T0011	C007	30.8828	0.5294
T0001,T0008	C012	41.0806	0.8123
T0001,T0009	C017	41.6117	0.5186
T0005,T0010	C025	47.9731	0.5138
T0006,T0007	C019	38.8512	0.7847
T0004	C007	30.1632	0.4601
T0004,T0010	C000	29.0562	0.6654
T0013,T0014	C003	34.0701	0.5331
T0007,T0014	C017	19.2294	0.5190
T0013,T0014	C011	49.1742	0.0100
T0004	C004	25.4904	0.3548
T0004	C018	29.0320	0.9741
T0001	C003	26.4531	0.3658
T0008	C018	35.9461	0.3647
T0009,T0014	C012	41.8540	0.9120
T0012	C016	23.7632	0.6925
T0010	C009	27.8071	0.5856
T0005,T0010	C010	48.0437	0.3997
T0010	C024	42.7464	0.7170
T0002	C014	29.9009	0.6563
T0012	C025	41.6992	0.6006
T0014	C002	19.6086	0.6646
T0009,T0012	C002	46.5787	0.6802
T0003,T0007	C019	44.7220	0.7923
T0006,T0009	C021	58.3528	0.3669
T0010	C020	31.6737	0.5378
T0000	C001	41.0171	0.5884
T0006,T0009	C027	32.0332	0.2926
T0009	C020	44.5770	0.9587
T0012,T0014	C004	53.8730	0.5132
T0004	C006	34.3170	0.4061
T0002,T0006	C005	54.1206	0.5755
T0011	C014	33.4689	0.5462
T0010	C016	44.7090	0.3809
T0002,T0006	C006	34.3372	0.5009
T0002	C017	35.2519	0.7431
T0003	C011	39.9152	0.7433
T0003,T0010	C006	25.6547	0.4338
T0010,T0011	C018	36.8039	0.3896
T0013,T0014	C015	43.6384	0.5005
T0002,T0011	C004	49.3012	0.5873
T0000,T0006	C010	37.0846	0.5367
T0001,T0009	C026	37.0433	0.6516
T0007	C020	45.5848	0.4896
T0001,T0008	C024	28.8014	0.4251
T0013	C009	36.3612	0.4722
T0000,T0006	C018	40.8560	0.3159
T0008	C019	34.5870	0.5774
T0007	C006	35.9778	0.2395
T0004,T0010	C021	57.7307	0.3664
T0000,T0013	C000	40.0897	0.5542
T0013	C003	23.3263	0.6142
T0006,T0007	C001	25.8868	0.4639
T0003	C016	21.5073	0.1179
T0008	C007	35.1233	0.4000
T0000,T0006	C005	42.4301	0.6136
T0006	C008	29.5655	0.7231
T0009,T0014	C003	58.6405	1.0000
T0012	C027	28.3894	0.6948
T0010	C027	34.5889	0.4408
T0005	C017	26.5545	0.9958
T0002,T0011	C022	29.7862	0.4435
T0006,T0009	C002	59.2889	0.3908
T0005,T0010	C017	36.8664	0.5021
T0014	C028	27.7533	0.3648
T0011,T0013	C001	36.0468	0.6990
T0006	C028	29.5342	0.8300
T0010	C019	19.3456	0.3038
T0014	C020	43.2802	0.3515
T0005,T0010	C012	41.4729	0.4161
T0011,T0013	C013	64.7143	0.4961
T0013	C005	14.3269	0.7046
T0000,T0005	C001	59.1337	0.6937
T0008	C013	30.3986	0.4791
T0011,T0013	C019	37.8744	0.7428
T0002	C029	35.8134	0.0776
T0008	C005	34.5800	0.6123
T0003	C017	43.2421	0.6548
T0009	C023	32.8987	0.2556
T0003,T0007	C002	41.6000	0.1059
T0007,T0014	C018	20.9623	0.4395
T0013	C023	30.8373	0.5864
T0008	C009	21.1650	0.6919
T0013,T0014	C024	43.3389	0.5538
T0003,T0010	C023	34.4916	0.8836
T0007	C013	49.3185	0.7874
T0011	C028	20.4298	0.7552
T0006,T0009	C028	32.7592	0.6275
T0003	C029	25.0484	0.5560
T0004	C029	8.0000	0.9197
T0011,T0013	C027	34.1322	0.3649
T0010	C015	35.3290	0.6865
T0013	C024	26.8498	0.5361
T0008	C025	37.0595	0.3200
T0007,T0014	C004	61.0848	0.4751
T0003	C021	22.7079	0.9304
T0003,T0007	C020	52.4153	0.9466
T0013,T0014	C002	28.4112	0.6510
T0009	C007	41.1895	0.4531
T0012	C017	32.8709	0.5607
T0010,T0011	C019	32.5268	0.6968
T0000,T0005	C000	53.5130	0.5705
T0004,T0010	C003	56.8005	0.5540
T0010,T0011	C000	34.0055	0.4281
T0005	C026	23.8905	0.5763
T0001	C020	31.5780	0.5943
T0012,T0014	C007	43.5443	0.5781
T0006,T0009	C013	36.3794	0.3050
T0000,T0006	C004	41.1339	0.5272
T0014	C009	46.0168	0.4508
T0006	C009	14.0237	0.3293
T0013,T0014	C020	64.8556	0.6740
T0007,T0014	C008	50.4577	0.5336
T0000,T0006	C001	38.2786	0.4187
T0001,T0009	C011	25.7300	0.6155
T0007	C004	38.7747	0.4247
T0005,T0012	C017	46.5904	0.7368
T0012,T0014	C029	32.4483	0.2811
T0006,T0009	C004	43.4153	0.8570
T0001,T0009	C007	39.3899	0.4143
T0013	C011	14.1157	0.9905
T0000,T0013	C023	50.5335	0.7272
T0006,T0007	C012	54.2091	0.7854
T0001	C010	10.5782	0.4951
T0000,T0013	C013	44.9764	0.2288
T0002,T0011	C024	49.2791	0.4694
T0005	C005	8.4574	0.4857
T0012	C001	25.9644	0.4405
T0007,T0014	C003	58.1004	0.7600
T0000	C021	37.8055	0.7309
T0007,T0014	C009	31.2226	0.8525
T0014	C016	17.6092	0.4732
T0009	C005	41.9944	0.6252
T0006	C018	23.7818	0.4968
T0002,T0006	C019	54.5447	0.6611
T0013,T0014	C001	52.1160	0.8784
T0000,T0013	C003	53.3542	0.1060
T0003,T0010	C028	32.5770	0.5566
T0006	C019	24.5364	0.8153
T0006	C017	41.0926	0.6284
T0006	C015	37.9821	0.2739
T0001	C021	28.9631	0.6919
T0014	C029	29.9721	0.7662
T0005,T0012	C025	42.2868	0.8955
T0001	C027	59.2399	0.7126
T0011	C007	22.3496	0.6027
T0004,T0010	C014	42.3269	0.3914
T0005	C012	37.4566	0.4618
T0011	C005	30.5884	0.5029
T0009,T0012	C012	30.9870	1.0000
T0005,T0012	C008	49.0644	0.3992
T0004,T0010	C023	41.8526	0.3930
T0002,T0006	C026	32.9431	0.7919
T0011,T0013	C006	29.6983	0.2375
T0009,T0012	C019	23.2482	0.4404
T0004,T0010	C029	48.3449	0.2646
T0012,T0014	C027	26.0538	0.5264
T0005	C007	30.5924	0.3647
T0000	C009	44.9817	0.5475
T0011	C018	12.1499	0.3958
T0010	C010	28.1421	0.2842
T0003	C003	24.0750	0.3544
T0000	C011	23.1845	0.4955
T0004	C016	14.8799	0.6257
T0003	C014	25.9873	0.5993
T0002,T0006	C023	48.0225	0.6076
T0010	C000	28.7065	0.5045
T0005,T0012	C005	27.8677	1.0000
T0009	C016	25.8215	0.3144
T0012	C026	35.1339	0.6821
T0006,T0007	C018	34.9295	0.6633
T0013	C008	30.6869	0.6210
T0009	C001	35.9236	0.6768
T0011,T0013	C005	41.8148	0.2963
T0007,T0014	C011	30.8777	0.5117
T0003	C022	35.5059	0.8776
T0003,T0010	C005	77.4048	0.3580
T0003,T0010	C007	39.0216	0.6445
T0001	C013	29.7335	0.5090
T0002,T0006	C016	54.8560	0.6054
T0009	C011	23.9975	0.3899
T0013,T0014	C013	46.1978	0.5429
T0000	C024	34.5812	0.3871
T0002,T0011	C027	32.7538	0.5263
T0001,T0008	C010	45.0165	0.2535
T0006	C021	34.5456	0.6853
T0007	C007	37.7108	0.6258
T0009	C010	26.9962	0.6438
T0012,T0014	C002	48.2772	0.4768
T0005,T0012	C016	55.5817	0.7069
T0000,T0006	C013	42.4104	0.4559
T0004,T0010	C001	31.1403	0.4702
T0009	C009	30.6967	0.7423
T0009,T0014	C005	41.4668	0.5250
T0003	C007	10.3666	0.3298
T0010	C017	14.1724	0.4694
T0000	C028	32.3096	0.3689
T0003	C026	29.2185	0.5365
T0006	C010	40.2320	0.7774
T0012,T0014	C001	34.1185	0.4595
T0006	C016	17.7762	0.9712
T0009,T0012	C017	30.8322	0.2204
T0004,T0010	C013	40.3009	0.7900
T0013	C019	35.7257	0.8010
T0008	C021	8.0000	0.9737
T0014	C011	30.1045	0.0564
T0009,T0012	C007	32.5145	0.6213
T0003,T0007	C000	47.1162	0.4406
T0002,T0006	C014	29.8249	0.9297
T0003,T0010	C018	35.9839	0.8507
T0011	C015	28.0567	0.3917
T0007	C029	29.1513	0.6665
T0000,T0006	C009	62.8995	0.2927
T0002,T0011	C014	54.5413	0.1426
T0011,T0013	C021	39.7106	0.2418
T0003	C006	55.2488	0.6121
T0000,T0006	C002	43.8216	0.2788
T0000	C005	38.7691	0.5765
T0013	C028	46.8077	0.5837
T0002,T0011	C006	48.7994	0.3650
T0012	C007	40.0390	0.6449
T0001,T0009	C013	32.8499	0.3760
T0013,T0014	C023	41.4580	0.2528
T0011,T0013	C002	39.7840	0.5325
T0006,T0007	C013	48.9250	0.4844
T0005,T0012	C011	57.5731	0.2660
T0006	C006	26.4799	0.5399
T0001,T0009	C025	44.7418	0.0946
T0009,T0014	C017	39.4363	0.8323
T0011	C006	13.1690	0.6113
T0013	C000	32.1939	0.7903
T0013	C016	28.5485	0.4737
T0004	C014	31.7101	0.8461
T0008	C020	25.0073	0.7154
T0000,T0006	C021	53.1854	0.5813
T0006	C026	44.9892	0.5355
T0013,T0014	C027	17.8895	0.3821
T0009	C019	11.1154	0.5239
T0005	C013	23.8473	0.5396
T0001	C019	37.6701	0.4070
T0000,T0005	C024	28.6054	0.5752
T0004	C022	31.3343	0.7801
T0011	C013	22.5618	0.3339
T0010,T0011	C022	41.0125	0.5859
T0012	C022	9.8676	0.8623
T0006,T0009	C017	28.8588	0.3764
T0002	C003	12.6853	0.5100
T0001,T0009	C005	45.2518	0.6604
T0003,T0010	C026	31.4846	0.3211
T0005,T0010	C013	32.4040	0.6152
T0003,T0007	C009	42.7551	0.5469
T0003	C020	35.8294	0.4507
T0014	C005	44.3800	0.0968
T0007	C003	36.9627	0.5419
T0005,T0010	C006	57.6948	0.1169
T0003,T0010	C029	54.9415	0.7372
T0013	C029	25.5683	0.5211
T0009,T0012	C010	37.7139	0.7674
T0001	C025	26.0155	0.6435
T0002	C005	31.6038	0.5739
T0006,T0009	C011	46.5543	0.5774
T0006	C014	27.9455	0.3852
T0007,T0014	C005	27.6906	0.7107
T0003	C009	38.3413	0.2246
T0010,T0011	C029	48.8962	0.6526
T0007,T0014	C027	24.5315	0.3903
T0001,T0008	C001	54.9035	0.0847
T0010,T0011	C005	31.0061	0.3976
T0008	C015	23.6172	0.4309
T0003	C013	28.8370	0.4113
T0005,T0010	C022	43.5474	0.9897
T0002,T0006	C027	46.1798	0.3564
T0000,T0005	C019	38.2092	0.8796
T0005,T0012	C014	36.2255	0.0100
T0007	C023	19.0975	0.4016
T0002,T0006	C003	46.8586	0.4575
T0007	C017	22.3150	0.5655
T0002	C011	25.7247	0.5435
T0012,T0014	C017	44.8279	0.5826
T0006,T0007	C002	26.5588	0.6163
T0000,T0005	C017	47.6585	0.6019
T0000	C006	44.1270	0.3621
T0002	C000	21.1489	0.2954
T0001	C028	32.1742	0.5372
T0007	C002	29.0143	0.3753
T0003,T0007	C015	40.7167	0.6879
T0014	C023	29.1436	0.6897
T0006,T0007	C016	52.6897	0.5377
T0014	C022	15.5496	0.1356
